FR,AL,AT,ET,ES,UE,UL,FL
4,38.0,0.64,0,1500,0.18,0.48,3
4,34.83,0.73,0,0,1.26,0.68,3
4,49.42,0.62,0,0,0.54,0.4,2
4,256.0,0.72,0,0,0.65,0.69,3
4,22.87,0.78,0,0,1.29,0.56,3
4,49.11,0.86,0,0,0.92,0.81,3
4,46.18,0.81,0,0,1.09,0.75,3
4,152.5,0.94,0,0,0.86,1.02,3
4,98.5,0.75,0,0,1.04,0.62,3
4,132.5,1.2,0,0,1.49,1.03,1
4,51.0,0.92,0,0,1.26,0.81,3
4,47.27,0.71,0,1577,1.06,0.61,3
4,41.2,0.87,0,0,1.0,0.85,2
4,57.5,0.79,0,0,1.37,0.65,1
4,68.38,0.68,0,0,1.06,0.46,3
4,71.0,0.94,0,0,1.04,0.86,2
4,32.33,0.95,0,0,0.7,0.87,3
4,47.0,0.57,0,0,0.92,0.49,1
4,56.83,0.58,0,0,1.59,0.4,2
4,73.56,0.8,0,0,0.93,0.67,1
4,33.13,0.53,0,0,1.42,0.37,3
4,64.7,0.69,0,0,0.98,0.55,3
4,39.59,0.7,0,0,0.7,0.69,2
4,57.0,0.64,0,0,1.23,0.48,3
4,30.0,0.54,0,500,1.69,0.33,1
4,40.75,0.63,0,0,1.56,0.47,3
4,58.45,0.86,0,0,0.94,0.84,3
4,78.0,1.0,0,0,0.97,0.89,3
4,45.67,0.82,0,0,1.24,0.72,3
4,47.92,0.59,0,0,1.14,0.43,3
4,27.44,0.93,0,0,1.08,0.87,3
4,37.89,0.64,0,0,1.44,0.4,3
4,45.31,0.55,0,0,1.16,0.4,2
4,66.9,0.77,0,0,1.22,0.69,1
4,61.29,1.26,0,0,1.04,1.42,2
4,59.09,0.89,0,0,1.25,0.89,3
4,39.89,0.82,1,0,1.02,0.84,3
4,60.22,0.88,0,0,0.83,0.94,1
4,59.25,0.82,1,0,1.29,0.57,3
4,16.4,0.77,0,0,1.34,0.68,1
4,111.75,0.98,0,0,0.87,0.92,3
4,39.89,0.7,0,0,1.15,0.53,3
4,56.08,0.73,0,0,0.17,0.67,2
4,25.67,0.67,0,0,1.55,0.43,1
4,48.36,0.66,0,5912,1.12,0.43,1
4,20.67,0.93,0,0,0.92,0.9,3
4,55.0,0.74,0,0,1.33,0.52,2
4,48.45,0.72,0,0,1.21,0.51,3
4,44.85,0.65,0,0,0.67,0.56,3
4,31.29,0.76,0,0,1.21,0.56,3
4,94.43,0.58,0,0,1.46,0.34,3
4,56.18,0.67,0,0,1.14,0.57,3
4,47.4,0.54,0,0,2.07,0.35,3
4,49.83,0.54,0,3059,1.39,0.37,3
4,71.3,0.78,0,0,0.34,0.64,3
4,64.5,0.76,0,0,0.76,0.68,2
4,38.36,0.58,0,0,1.34,0.43,3
4,42.71,0.67,0,0,1.3,0.48,3
4,43.91,0.68,0,0,0.8,0.6,3
4,34.93,0.66,0,0,1.27,0.46,1
4,29.09,0.63,0,0,1.18,0.46,1
4,31.46,0.6,1,0,0.34,0.48,3
4,35.18,0.72,0,2754,0.94,0.76,1
4,27.23,0.55,0,0,1.16,0.38,1
4,36.57,0.68,0,0,0.95,0.57,2
4,24.92,0.7,0,0,1.06,0.65,3
4,67.2,0.58,0,614,1.42,0.38,2
4,86.17,0.77,0,0,0.98,0.75,1
4,83.0,0.78,0,0,0.96,0.61,3
4,32.08,0.74,0,0,1.02,0.65,1
4,24.86,1.04,0,0,1.09,0.89,3
4,41.33,0.76,0,0,1.65,0.5,3
4,64.82,0.62,0,0,1.39,0.55,2
4,37.87,0.56,0,262,1.58,0.36,3
4,62.38,0.59,0,0,1.17,0.41,2
4,178.5,0.65,0,0,0.84,0.39,3
4,49.23,0.62,0,0,1.02,0.48,3
4,63.45,0.68,0,0,1.32,0.45,3
4,39.17,0.58,0,0,1.36,0.42,1
4,114.67,1.12,0,0,1.12,1.07,3
4,43.55,0.75,0,0,1.22,0.58,3
4,34.31,0.91,0,0,1.04,0.85,3
4,97.67,1.03,0,0,0.99,0.97,1
4,23.57,0.68,0,0,0.38,0.51,3
4,37.25,0.65,0,0,1.69,0.47,1
4,25.75,0.82,0,0,3.62,0.64,3
4,58.64,0.78,0,0,1.02,0.63,2
4,56.58,0.56,0,0,1.61,0.32,2
4,56.5,0.85,3,1367,0.98,0.77,2
4,51.54,0.58,1,111,1.2,0.4,3
4,76.75,0.97,0,1600,0.54,0.96,3
4,54.44,0.63,2,3349,0.96,0.6,2
4,102.0,0.82,0,0,0.97,0.79,2
4,26.67,0.65,2,12500,1.62,0.5,2
4,95.86,0.72,0,0,0.9,0.7,3
4,38.54,0.79,0,979,1.1,0.71,2
4,109.0,0.83,0,2347,1.02,0.82,3
4,15.61,0.77,0,300,1.46,0.76,1
4,34.19,0.7,0,0,0.91,0.65,3
4,55.08,0.74,0,0,1.27,0.65,2
4,63.89,0.74,0,0,0.99,0.7,3
4,80.12,0.52,2,77500,2.18,0.36,3
4,49.33,0.64,0,0,1.37,0.57,3
4,46.0,0.57,1,931,0.93,0.47,3
4,34.85,0.69,0,0,1.31,0.5,3
6,99.0,0.97,0,0,0.87,0.92,3
4,45.62,0.64,0,0,2.72,0.43,3
4,54.55,0.71,0,0,0.98,0.6,1
4,35.76,0.63,0,0,1.73,0.59,3
4,45.5,0.63,0,0,1.22,0.58,2
4,46.08,0.76,1,0,1.13,0.66,2
5,39.89,0.8,0,971,0.86,0.8,3
4,43.09,0.75,2,0,1.07,0.62,3
4,30.45,0.91,0,0,0.41,1.12,3
4,50.14,0.82,1,3065,1.32,0.74,1
4,69.12,0.76,1,0,0.89,0.76,1
4,51.8,0.66,2,0,1.05,0.53,1
4,46.86,0.84,1,4233,1.19,0.72,3
4,32.69,0.83,0,0,0.94,0.82,1
4,63.36,0.7,0,0,2.48,0.46,3
4,71.88,0.77,0,3136,1.1,0.62,3
4,58.0,0.74,0,0,1.31,0.57,3
4,47.8,0.81,0,9239,1.21,0.65,1
4,56.42,0.64,0,959,1.23,0.47,1
4,39.71,0.74,0,0,0.99,0.73,2
4,69.12,0.62,0,492,1.14,0.44,3
4,38.93,0.59,0,7500,1.71,0.45,3
4,46.5,0.72,0,0,1.34,0.54,2
4,58.57,0.68,0,0,1.16,0.54,3
4,65.44,0.64,0,0,0.78,0.6,1
4,69.56,0.58,0,0,1.14,0.35,3
4,68.12,1.06,0,0,0.99,0.98,1
4,100.6,0.84,0,0,1.25,0.7,3
4,31.07,0.83,0,1000,1.06,0.76,3
4,92.17,0.93,0,0,0.97,0.7,3
4,26.36,0.7,0,0,0.85,0.65,3
4,59.58,0.7,0,0,1.31,0.51,3
4,49.07,0.91,0,1000,1.04,0.91,2
4,72.11,0.75,0,17615,0.78,0.63,3
4,46.33,0.74,0,6351,1.14,0.68,3
4,124.25,0.84,0,0,1.47,0.9,3
4,78.67,0.77,0,0,1.02,0.67,3
4,40.27,0.67,0,0,1.05,0.47,2
4,21.53,0.52,0,2226,1.53,0.31,2
4,86.86,0.8,0,0,0.77,0.82,1
4,51.92,0.49,0,0,1.66,0.25,3
4,62.86,0.66,0,1114,1.02,0.61,1
4,55.0,0.85,0,0,0.93,0.95,3
4,65.36,0.71,0,0,1.1,0.59,3
4,40.0,0.74,0,0,1.0,0.61,3
4,44.4,0.79,0,0,0.93,0.76,2
4,56.45,0.93,2,1088,0.86,1.04,1
4,23.22,0.58,0,3394,0.62,0.57,1
4,107.83,0.71,0,0,0.93,0.7,2
4,73.29,0.9,2,0,0.99,0.85,2
4,145.25,0.59,0,0,1.33,0.32,3
5,35.8,0.75,0,0,1.06,0.69,1
4,100.83,1.29,0,0,1.14,1.2,1
4,59.8,0.62,0,0,0.96,0.47,3
4,73.0,0.76,0,0,0.96,0.7,2
4,55.2,0.65,0,0,0.82,0.54,2
4,78.0,0.72,1,4583,1.14,0.55,3
4,49.1,0.67,1,9531,1.64,0.5,3
4,72.71,0.75,0,0,1.04,0.56,3
4,50.0,0.74,0,0,1.07,0.63,3
4,272.5,1.34,0,0,0.91,1.21,2
4,44.47,0.71,0,0,0.96,0.69,3
4,39.54,0.6,0,0,1.44,0.37,3
4,65.3,0.86,0,0,1.04,0.78,2
4,35.4,0.47,0,0,1.51,0.25,1
4,70.0,0.73,0,0,1.04,0.65,1
4,29.15,0.56,0,0,1.24,0.4,1
4,59.36,0.81,1,13124,1.09,0.77,2
4,27.69,0.56,0,0,1.33,0.39,2
4,62.5,0.78,0,0,0.56,0.67,2
4,33.18,0.5,0,0,1.83,0.29,3
4,49.12,0.58,0,0,1.48,0.4,1
4,47.5,0.6,0,16169,1.4,0.42,2
4,73.67,0.81,0,0,1.13,0.69,3
4,46.82,0.85,0,0,1.78,0.78,3
4,43.46,0.57,0,0,1.26,0.37,3
4,63.75,0.76,0,0,0.97,0.7,2
4,44.27,0.68,0,0,1.37,0.48,3
4,55.08,0.53,0,0,1.28,0.33,2
4,20.87,0.72,0,0,0.43,0.62,1
4,40.75,0.62,0,0,0.64,0.54,2
4,41.13,0.94,0,0,1.05,0.89,3
4,71.56,0.75,1,0,1.1,0.73,3
4,84.71,0.8,0,0,0.92,0.68,3
4,44.6,0.57,0,1716,1.31,0.38,2
4,45.0,0.6,0,0,0.38,0.39,1
4,38.5,0.58,0,0,1.0,0.37,3
4,72.25,0.75,0,0,0.06,0.74,3
4,44.36,0.64,0,0,0.96,0.48,3
4,38.4,0.74,0,0,0.81,0.67,2
4,48.22,0.65,0,0,1.03,0.59,3
4,84.62,0.64,0,0,0.99,0.59,2
4,35.29,0.58,0,0,1.29,0.45,1
4,54.73,0.76,0,25441,0.96,0.66,3
4,69.67,0.59,0,0,1.08,0.41,1
4,113.67,1.14,0,0,0.46,1.12,1
4,61.12,0.64,0,0,1.05,0.47,1
4,49.45,0.67,0,0,1.07,0.55,3
4,82.0,0.78,0,0,0.83,0.78,3
4,61.27,0.65,0,0,0.88,0.56,1
4,103.17,0.65,0,0,1.31,0.45,3
4,47.55,0.72,0,0,1.07,0.62,3
4,66.62,0.82,0,0,1.05,0.65,2
4,23.08,0.6,0,0,0.52,0.43,1
4,65.56,0.78,1,26963,0.91,0.82,3
4,60.33,0.77,0,0,0.75,0.68,3
4,74.8,0.63,0,0,0.94,0.37,3
4,35.59,0.71,0,8709,1.22,0.6,2
4,58.88,1.01,0,0,0.82,0.86,1
4,48.92,0.82,0,0,0.95,0.77,3
4,36.36,0.81,0,1512,1.67,0.67,3
4,58.4,0.68,0,0,1.13,0.44,2
4,44.18,0.96,0,0,1.11,0.89,3
4,36.23,0.52,0,0,1.12,0.44,3
4,47.44,0.68,0,0,1.1,0.56,2
4,80.83,0.94,0,0,0.82,0.93,3
4,30.91,0.69,1,5864,1.07,0.46,3
4,17.44,0.69,0,0,0.49,0.56,2
4,33.5,0.61,0,1000,0.57,0.43,3
4,49.42,0.76,0,783,1.12,0.65,3
4,43.19,0.64,0,0,0.66,0.55,3
4,105.6,0.78,0,0,1.15,0.59,3
4,41.67,0.6,0,2903,1.25,0.42,1
4,112.83,0.8,0,0,1.0,0.69,2
4,29.08,0.56,0,0,1.37,0.37,1
4,44.08,0.77,0,900,0.84,0.59,3
4,68.56,0.98,0,0,0.97,0.93,3
4,44.73,0.65,2,1000,1.19,0.56,3
4,71.62,0.71,0,0,0.95,0.63,3
4,71.38,0.73,0,0,1.21,0.6,3
4,66.29,0.91,0,0,0.58,0.84,2
4,43.62,0.78,0,0,1.22,0.65,3
4,52.22,0.7,0,0,1.02,0.61,2
4,49.07,0.89,0,888,1.18,0.79,2
4,45.92,0.53,0,0,1.1,0.38,3
4,36.0,0.76,0,0,1.28,0.64,2
4,47.64,0.58,0,6653,1.26,0.41,2
5,40.55,0.85,0,1155,1.16,0.78,1
4,35.92,0.69,0,0,0.58,0.52,1
4,81.86,0.95,0,1713,0.66,0.85,3
4,37.1,0.72,0,0,1.4,0.55,1
4,30.86,0.65,1,0,1.23,0.48,3
4,77.14,0.7,0,0,0.84,0.52,3
4,45.67,0.69,4,0,1.08,0.58,1
6,49.43,0.67,0,2670,1.02,0.67,2
4,70.1,0.71,0,0,0.87,0.59,3
4,71.11,0.88,1,0,0.49,0.77,3
4,68.8,0.59,0,0,1.25,0.43,2
4,23.5,0.8,0,0,1.55,0.84,3
4,71.89,0.79,0,0,1.11,0.64,3
4,41.67,0.58,0,0,1.26,0.43,3
4,53.25,0.54,0,0,1.39,0.29,3
4,36.6,0.62,0,0,1.37,0.39,1
4,56.44,0.61,0,0,1.24,0.44,1
4,59.33,0.83,0,0,1.05,0.77,3
4,75.2,1.0,0,0,0.75,1.01,3
4,69.0,0.77,0,0,0.88,0.61,3
4,48.3,0.72,2,25600,0.68,0.6,3
4,89.14,0.82,0,2799,1.29,0.64,1
4,88.14,0.77,0,0,0.89,0.74,2
4,114.83,0.87,0,0,0.4,0.88,1
4,54.5,0.7,0,0,1.03,0.58,3
4,85.38,0.86,0,0,1.0,0.8,2
4,58.91,0.68,0,0,0.46,0.54,3
4,44.58,0.59,1,7766,1.0,0.41,3
4,65.56,0.82,0,0,0.87,0.81,3
4,59.08,0.51,0,2267,1.1,0.37,2
4,49.1,0.79,0,0,1.34,0.64,3
4,61.09,0.92,0,0,0.85,0.89,1
4,59.9,0.73,0,800,0.56,0.67,3
4,56.0,0.77,0,0,1.14,0.69,3
4,56.33,0.65,0,1135,1.28,0.5,2
4,51.89,0.66,0,258,1.07,0.54,3
4,28.88,0.68,0,0,1.11,0.56,2
4,19.5,0.69,0,0,2.13,0.48,1
4,38.14,0.72,0,0,0.9,0.63,1
4,245.0,0.86,0,2185,1.42,0.76,3
4,39.88,0.47,0,0,1.65,0.3,3
4,18.27,0.88,0,0,1.31,0.76,3
4,66.2,1.02,0,0,0.92,1.06,3
4,36.62,0.73,0,0,1.25,0.61,3
4,62.71,0.64,3,55000,1.52,0.35,2
4,43.86,0.7,0,0,1.1,0.56,2
4,76.6,0.64,0,0,1.1,0.49,3
4,32.53,0.61,2,1634,1.04,0.55,1
4,68.71,0.86,0,0,1.22,0.65,2
5,30.73,0.81,3,33442,0.51,0.74,2
4,52.86,0.68,0,0,1.06,0.56,3
4,33.2,0.7,0,0,0.94,0.67,3
4,78.67,0.63,0,0,0.94,0.51,3
4,71.22,0.85,3,0,1.08,0.77,3
4,65.83,0.69,0,0,1.12,0.52,1
4,57.7,0.83,0,0,0.98,0.77,2
4,58.4,0.68,0,0,0.53,0.64,3
4,43.87,0.57,0,0,1.57,0.37,2
4,61.88,0.84,0,0,0.58,0.75,3
4,56.33,0.68,0,0,1.02,0.58,2
4,42.75,0.44,0,200,0.87,0.2,2
4,23.0,0.77,0,0,2.77,0.49,3
4,40.38,0.68,0,0,1.22,0.58,2
4,33.26,0.69,0,0,1.36,0.52,3
4,69.14,0.71,0,0,0.92,0.55,3
4,52.12,0.93,0,1697,1.0,0.88,1
4,58.42,0.58,0,0,1.97,0.39,3
4,65.67,0.77,0,0,1.23,0.65,1
4,69.71,0.83,0,3017,0.07,0.79,3
4,48.88,0.6,0,2992,1.14,0.45,3
4,48.0,0.7,0,0,0.84,0.39,3
4,46.62,0.57,0,0,1.15,0.37,3
4,32.39,0.71,1,0,1.11,0.53,3
4,58.67,0.63,0,800,1.34,0.42,3
4,61.7,0.69,0,0,1.08,0.49,2
4,39.5,0.59,0,3222,1.43,0.38,2
4,52.0,0.75,0,15487,1.11,0.63,3
4,37.11,0.63,0,0,1.19,0.51,3
4,68.0,0.52,0,0,0.7,0.49,1
4,43.18,0.63,0,0,1.25,0.45,3
4,34.23,0.53,0,0,1.73,0.28,2
4,45.11,0.69,0,0,0.99,0.63,1
4,52.67,0.6,0,0,1.56,0.39,3
4,61.22,0.59,0,0,1.35,0.38,1
6,38.17,0.9,1,3197,0.88,0.85,3
4,28.53,0.75,0,0,1.08,0.76,1
4,57.64,0.75,0,0,0.91,0.64,3
4,85.0,0.96,0,0,0.9,0.9,3
4,39.59,0.85,1,0,1.1,0.77,3
4,33.0,0.67,0,0,1.27,0.5,1
4,47.0,0.62,0,0,1.16,0.48,2
4,46.08,0.73,0,0,1.08,0.63,3
4,55.2,0.78,0,500,0.78,0.7,2
4,57.11,0.77,0,0,0.54,0.67,3
4,55.08,0.8,0,0,1.16,0.57,3
4,65.29,0.81,0,0,1.02,0.69,3
4,52.5,0.97,2,18065,0.99,0.89,3
4,89.8,1.33,0,888,1.03,1.28,2
4,15.6,0.52,0,100,4.87,0.34,1
4,65.2,0.72,0,13036,0.9,0.71,3
4,84.57,0.68,0,684,0.79,0.75,3
4,101.0,0.9,0,0,0.93,0.86,3
4,57.75,0.71,0,2723,1.17,0.57,3
4,62.9,0.65,3,0,1.18,0.48,3
4,88.0,0.97,0,0,1.0,0.89,1
4,37.15,0.87,0,0,0.87,0.92,1
4,76.25,0.9,0,0,0.97,0.93,3
4,24.67,0.52,0,1494,1.29,0.33,1
4,51.25,0.64,0,0,1.16,0.48,1
4,48.25,0.73,0,0,0.89,0.7,1
4,50.62,0.69,0,0,1.57,0.54,3
4,58.12,0.67,0,0,1.22,0.49,2
4,38.0,0.69,0,0,1.25,0.56,3
4,44.09,0.84,0,500,0.86,0.78,2
4,87.0,0.77,0,0,0.59,0.65,3
4,33.13,0.57,0,8259,1.17,0.49,3
4,34.48,0.56,0,0,1.73,0.43,1
4,71.67,0.68,0,0,1.02,0.59,3
4,54.0,0.73,2,16900,1.16,0.72,2
4,47.8,0.79,0,2089,1.22,0.82,1
4,42.67,0.76,0,1500,1.08,0.63,3
4,42.36,0.62,0,0,1.1,0.43,3
4,45.5,0.74,0,0,0.93,0.7,1
4,75.62,0.84,0,0,1.08,0.7,3
4,29.25,0.99,0,1500,0.99,0.95,3
4,74.56,0.73,0,2218,1.05,0.61,1
4,205.33,0.82,0,586,1.48,0.64,3
4,70.33,0.72,0,0,1.09,0.62,3
4,38.9,0.74,0,0,0.97,0.73,1
4,58.64,0.69,1,533,1.1,0.67,3
4,32.0,0.82,0,2400,1.08,0.72,2
4,52.18,0.59,0,2849,1.04,0.56,3
4,40.85,0.53,0,0,1.49,0.33,3
5,46.77,0.79,0,81,1.06,0.74,2
4,70.0,0.7,0,0,0.98,0.51,2
4,39.5,0.69,0,0,1.54,0.47,3
4,39.62,0.76,0,0,1.02,0.56,2
4,31.62,0.56,0,0,0.04,0.4,3
4,76.86,0.64,0,1660,1.16,0.48,3
4,49.73,0.67,0,0,1.42,0.46,3
4,96.57,0.64,0,0,1.82,0.43,3
4,70.22,0.68,0,0,1.02,0.57,3
4,44.12,0.73,0,0,0.97,0.66,1
4,23.75,0.54,0,0,1.31,0.38,2
4,70.22,0.64,0,0,1.47,0.42,3
4,72.38,0.72,0,0,1.11,0.6,3
4,198.0,0.7,0,0,0.86,0.4,3
4,35.2,0.89,0,0,0.85,0.86,3
4,47.33,0.56,0,7539,1.32,0.37,3
4,34.71,0.53,0,0,1.11,0.37,3
4,36.2,0.92,0,0,0.8,0.91,1
4,53.0,0.84,1,0,1.21,0.77,3
5,67.38,0.58,0,100,1.53,0.49,3
4,46.3,0.61,0,0,1.01,0.55,3
4,61.0,0.66,0,0,1.46,0.43,3
4,60.91,0.7,0,0,1.04,0.66,3
4,43.57,0.78,0,0,1.09,0.65,3
4,100.43,0.59,0,0,1.16,0.43,3
4,73.44,0.8,0,0,0.82,0.69,3
4,61.33,0.92,1,0,0.95,0.87,1
4,30.88,0.68,0,0,1.29,0.55,2
4,57.11,0.61,1,533,1.17,0.49,1
4,34.93,0.64,0,1520,1.15,0.55,3
4,57.67,0.69,0,5249,1.1,0.62,1
4,57.0,0.63,0,6649,1.19,0.45,3
4,44.22,0.98,0,4524,1.3,0.89,3
4,56.0,0.81,0,350,0.68,0.79,3
4,63.2,1.0,0,0,0.99,0.97,2
4,70.25,0.66,0,0,1.24,0.54,3
4,37.6,0.51,0,0,0.36,0.32,2
4,46.75,0.74,0,0,1.11,0.61,2
4,40.5,0.63,0,0,1.28,0.51,1
4,69.22,0.84,1,7795,0.99,0.79,2
4,75.83,0.68,0,0,0.91,0.5,3
4,60.83,0.53,0,0,1.33,0.32,1
4,63.78,0.6,0,0,1.18,0.49,2
4,34.71,0.63,0,0,0.61,0.53,2
4,38.12,0.79,0,0,1.02,0.72,2
4,20.67,0.68,0,0,1.98,0.48,3
4,32.29,0.66,2,942,1.02,0.59,2
4,53.08,0.45,0,1216,2.07,0.19,2
4,52.45,0.81,0,0,0.94,0.78,2
4,72.56,0.74,1,4612,0.91,0.65,2
4,49.45,0.79,0,0,1.1,0.73,3
4,34.89,0.54,0,0,1.01,0.47,1
4,36.47,0.84,0,100,1.27,0.77,3
4,59.22,0.36,0,0,1.53,0.18,3
4,82.0,0.76,0,38524,0.82,0.74,2
4,52.91,0.74,0,9754,1.27,0.54,2
4,56.17,0.69,0,0,0.91,0.61,2
4,62.4,0.54,0,0,1.21,0.36,3
4,59.91,0.69,0,0,1.36,0.51,1
4,38.29,0.62,1,1827,1.46,0.45,3
4,47.25,0.81,0,158,1.22,0.58,3
4,103.33,0.8,0,0,0.86,0.83,2
4,58.12,0.7,0,0,1.17,0.49,3
4,48.88,0.77,0,0,0.98,0.68,1
4,68.5,0.7,0,0,1.23,0.49,3
4,28.88,0.54,0,0,1.84,0.34,3
4,73.25,0.72,0,0,1.25,0.59,3
4,38.83,0.59,0,0,1.34,0.46,3
4,79.12,0.75,0,7946,1.15,0.68,3
4,45.15,0.66,0,0,0.62,0.55,1
4,36.5,0.78,0,0,0.58,0.74,1
4,50.09,0.58,0,0,1.2,0.45,2
4,49.44,0.72,0,3649,1.25,0.65,3
4,59.56,0.79,0,0,1.01,0.69,3
4,63.29,0.92,1,2400,0.23,0.86,3
4,41.67,0.72,0,0,1.15,0.68,1
4,68.44,0.66,0,16317,0.98,0.61,1
4,50.07,0.79,0,0,1.07,0.73,2
4,61.11,0.67,0,0,1.17,0.57,2
4,35.0,0.89,1,0,1.18,0.81,3
4,43.14,0.7,0,0,1.12,0.6,3
4,45.75,0.71,0,0,1.48,0.51,2
4,60.75,0.75,0,0,0.98,0.76,2
4,53.09,0.78,0,0,0.92,0.76,3
4,28.0,0.74,0,0,1.88,0.54,3
4,29.79,0.72,0,0,0.8,0.6,1
4,57.17,0.73,0,0,1.07,0.67,1
4,57.43,0.74,0,1500,0.92,0.63,3
4,76.62,0.83,0,533,0.93,0.8,3
4,54.29,0.69,0,1500,1.03,0.77,1
4,43.92,0.86,0,518,0.99,0.78,2
4,99.75,1.46,0,0,1.15,1.41,1
4,44.87,0.71,0,3899,1.29,0.6,3
4,80.43,0.6,1,500,1.28,0.43,2
4,79.11,0.64,0,500,1.04,0.55,1
4,71.44,0.79,0,0,0.6,0.62,3
4,61.83,1.0,1,0,0.62,0.93,3
4,84.4,1.01,0,15918,0.85,1.02,1
4,39.08,0.62,0,0,1.86,0.35,3
4,45.0,0.71,0,0,1.45,0.55,1
4,58.67,0.73,0,0,1.03,0.6,3
4,64.0,0.8,1,0,0.98,0.75,3
4,68.5,0.76,0,0,1.06,0.63,3
4,72.43,0.77,5,62977,1.29,0.66,1
4,52.92,0.78,1,0,0.56,0.68,3
4,36.92,0.75,0,0,0.97,0.63,3
4,52.64,0.56,0,0,1.59,0.34,1
4,57.4,0.89,0,0,0.89,0.95,2
4,35.0,0.75,0,500,1.12,0.81,3
4,49.46,0.82,0,0,1.06,0.82,3
4,73.5,0.61,0,0,1.22,0.44,2
4,37.33,0.75,0,0,1.09,0.67,2
4,58.14,0.99,0,0,0.84,0.87,3
4,30.53,0.69,0,0,1.02,0.62,3
4,30.0,0.75,0,0,1.08,0.73,1
4,66.67,0.77,0,0,0.71,0.83,3
4,41.91,0.79,0,0,0.68,0.74,2
4,34.33,0.62,1,454,1.31,0.48,3
4,30.25,1.45,0,0,1.14,1.41,2
4,50.25,0.91,0,0,0.44,0.9,3
4,70.44,0.67,0,288,1.27,0.5,3
4,47.46,0.8,0,0,1.21,0.69,1
4,87.14,0.74,0,0,0.97,0.57,3
4,41.75,0.85,0,0,0.75,0.74,3
4,29.0,0.7,0,0,0.99,0.63,1
4,48.38,0.77,0,11659,0.84,0.78,2
4,187.0,0.53,0,0,0.79,0.35,3
4,41.5,0.58,0,100,1.48,0.34,3
4,86.5,0.65,0,0,1.17,0.46,3
4,46.58,0.57,1,1500,1.29,0.43,3
4,47.87,0.54,0,0,1.15,0.41,2
4,47.14,0.66,0,6700,1.58,0.33,1
4,70.75,0.75,0,0,0.97,0.59,2
4,24.6,0.72,0,0,1.61,0.5,3
4,39.6,0.7,0,0,1.23,0.63,3
4,54.78,0.7,0,0,0.92,0.57,3
4,51.25,0.84,1,0,0.23,0.79,3
4,34.5,0.87,0,0,0.68,0.62,2
4,100.5,1.21,0,1702,0.94,1.18,2
4,37.71,0.88,0,0,1.33,0.72,3
4,97.43,0.71,2,9016,0.98,0.66,3
4,36.73,0.7,0,0,1.24,0.59,2
4,39.65,0.67,0,0,1.47,0.54,2
4,38.67,0.63,0,0,0.87,0.46,3
4,83.4,0.65,0,0,1.17,0.42,3
4,61.38,0.63,0,0,1.43,0.42,3
4,28.19,0.56,0,0,0.99,0.41,3
4,52.7,0.58,0,0,0.45,0.43,1
4,77.0,0.48,0,0,1.2,0.29,2
4,29.46,0.73,0,0,1.26,0.64,3
4,41.0,0.77,0,14021,0.86,0.73,3
4,45.75,0.79,0,0,1.29,0.74,3
4,88.83,0.59,0,0,0.9,0.48,1
4,100.83,0.75,0,0,1.07,0.56,2
4,68.86,0.86,0,48,1.29,0.66,3
4,47.08,0.64,0,0,1.35,0.38,3
4,35.09,0.7,0,636,1.44,0.59,1
4,34.75,0.78,0,0,1.12,0.66,2
4,39.46,0.73,0,185,1.09,0.66,3
4,65.78,0.8,0,0,0.83,0.83,3
4,99.29,1.05,0,3600,1.3,0.89,3
4,62.67,0.89,0,0,1.13,0.81,2
4,43.75,0.87,0,0,2.41,0.74,3
4,72.29,0.63,2,0,1.03,0.54,3
4,52.67,0.72,0,0,1.12,0.62,1
4,45.12,0.76,0,0,1.19,0.62,1
4,96.0,0.77,0,0,0.98,0.69,3
4,36.25,0.56,0,0,1.4,0.41,1
4,32.11,0.45,0,0,1.89,0.23,3
4,55.4,0.69,0,0,0.34,0.58,2
4,31.44,0.72,0,0,1.29,0.59,3
4,77.22,0.81,0,0,0.86,0.71,1
4,38.87,0.89,0,0,1.05,0.86,2
4,48.5,0.64,0,0,1.34,0.48,2
5,166.0,0.67,0,0,0.84,0.51,3
4,59.38,0.76,0,0,1.13,0.64,3
4,44.0,0.5,0,2100,11.07,0.24,2
4,42.17,0.61,0,0,0.74,0.46,3
4,75.5,0.72,1,0,1.11,0.62,2
4,56.92,0.88,0,0,0.98,0.78,2
4,60.5,0.72,0,3841,1.25,0.62,2
4,53.75,0.83,0,0,0.72,0.78,3
4,116.33,0.7,0,0,1.31,0.45,2
4,46.8,0.71,1,18347,1.16,0.61,2
4,66.0,0.73,0,500,0.42,0.67,1
4,50.92,0.82,0,0,0.95,0.79,3
4,69.33,0.6,0,8371,0.41,0.45,3
4,360.0,0.52,0,0,0.63,0.37,3
4,47.23,0.77,0,0,1.06,0.73,3
4,39.42,0.69,1,0,1.18,0.51,3
4,53.25,0.67,0,1050,1.37,0.46,2
4,33.23,0.55,0,5,0.46,0.38,3
4,66.67,0.55,0,43,1.06,0.36,1
6,46.17,0.75,0,948,1.33,0.61,3
4,109.0,1.4,0,0,0.99,1.32,3
4,40.6,0.75,0,0,1.27,0.62,3
4,29.5,0.51,0,0,1.13,0.37,3
4,57.82,0.69,0,2745,1.21,0.55,3
4,82.0,0.76,0,0,0.89,0.75,3
4,58.0,0.64,0,2677,1.33,0.48,2
4,72.2,0.64,1,0,1.15,0.53,2
4,57.25,0.7,0,0,1.03,0.6,3
4,44.67,0.67,4,0,0.93,0.6,3
